Date,Close
2000-01-03,19.010000228881836
2000-01-04,18.5
2000-01-05,18.639999389648438
2000-01-07,19.309999465942383
2000-01-10,19.309999465942383
2000-01-11,19.399999618530273
2000-01-12,19.31999969482422
2000-01-13,19.030000686645508
2000-01-14,18.739999771118164
2000-01-17,18.25
2000-01-18,18.0
2000-01-19,18.049999237060547
2000-01-20,18.75
2000-01-21,19.209999084472656
2000-01-24,18.93000030517578
2000-01-25,18.65999984741211
2000-01-26,19.040000915527344
2000-01-27,19.399999618530273
2000-01-28,18.690000534057617
2000-01-31,18.90999984741211
2000-02-01,18.610000610351562
2000-02-02,19.149999618530273
2000-02-03,19.549999237060547
2000-02-04,19.299999237060547
2000-02-07,19.1200008392334
2000-02-08,19.40999984741211
2000-02-09,19.200000762939453
2000-02-10,19.34000015258789
2000-02-11,19.0
2000-02-14,18.579999923706055
2000-02-15,18.700000762939453
2000-02-16,19.110000610351562
2000-02-17,19.1200008392334
2000-02-18,19.15999984741211
2000-02-21,19.780000686645508
2000-02-22,20.56999969482422
2000-02-23,21.549999237060547
2000-02-24,20.899999618530273
2000-02-25,22.049999237060547
2000-02-28,21.559999465942383
2000-02-29,21.969999313354492
2000-03-01,22.0
2000-03-02,22.0
2000-03-03,22.09000015258789
2000-03-06,22.170000076293945
2000-03-07,21.709999084472656
2000-03-08,21.34000015258789
2000-03-09,21.309999465942383
2000-03-10,21.229999542236328
2000-03-14,23.200000762939453
2000-03-15,23.209999084472656
2000-03-16,23.979999542236328
2000-03-17,23.940000534057617
2000-03-20,23.979999542236328
2000-03-21,24.100000381469727
2000-03-22,24.100000381469727
2000-03-23,23.700000762939453
2000-03-24,23.6299991607666
2000-03-27,24.1200008392334
2000-03-28,23.729999542236328
2000-03-29,23.420000076293945
2000-03-30,23.84000015258789
2000-03-31,23.969999313354492
2000-04-03,24.3700008392334
2000-04-04,23.959999084472656
2000-04-05,23.399999618530273
2000-04-06,23.209999084472656
2000-04-07,23.700000762939453
2000-04-10,23.65999984741211
2000-04-11,23.5
2000-04-12,23.75
2000-04-13,23.520000457763672
2000-04-14,23.600000381469727
2000-04-17,23.899999618530273
2000-04-18,24.0
2000-04-19,24.0
2000-04-20,23.700000762939453
2000-04-25,23.979999542236328
2000-04-26,24.040000915527344
2000-04-27,23.68000030517578
2000-04-28,23.860000610351562
2000-05-02,23.739999771118164
2000-05-03,23.950000762939453
2000-05-04,23.84000015258789
2000-05-05,23.719999313354492
2000-05-08,23.709999084472656
2000-05-10,22.809999465942383
2000-05-11,22.799999237060547
2000-05-12,22.75
2000-05-15,22.579999923706055
2000-05-16,23.43000030517578
2000-05-17,23.34000015258789
2000-05-18,23.8700008392334
2000-05-19,23.389999389648438
2000-05-22,23.649999618530273
2000-05-23,23.940000534057617
2000-05-24,24.06999969482422
2000-05-25,23.8799991607666
2000-05-26,22.690000534057617
2000-05-29,22.639999389648438
2000-05-30,22.25
2000-05-31,22.219999313354492
2000-06-01,22.8799991607666
2000-06-02,23.229999542236328
2000-06-05,22.31999969482422
2000-06-06,21.0
2000-06-07,21.270000457763672
2000-06-08,21.209999084472656
2000-06-09,21.700000762939453
2000-06-12,21.450000762939453
2000-06-13,21.440000534057617
2000-06-14,21.420000076293945
2000-06-15,21.209999084472656
2000-06-16,21.850000381469727
2000-06-19,23.93000030517578
2000-06-20,21.5
2000-06-21,21.610000610351562
2000-06-22,21.31999969482422
2000-06-23,21.440000534057617
2000-06-26,21.25
2000-06-27,20.850000381469727
2000-06-28,20.690000534057617
2000-06-29,20.15999984741211
2000-06-30,20.290000915527344
2000-07-03,20.700000762939453
2000-07-04,20.700000762939453
2000-07-05,20.790000915527344
2000-07-06,20.600000381469727
2000-07-07,23.93000030517578
2000-07-10,21.260000228881836
2000-07-11,21.850000381469727
2000-07-12,21.860000610351562
2000-07-13,21.299999237060547
2000-07-14,21.450000762939453
2000-07-17,21.149999618530273
2000-07-18,21.450000762939453
2000-07-19,22.0
2000-07-20,22.350000381469727
2000-07-21,22.200000762939453
2000-07-25,22.110000610351562
2000-07-26,22.059999465942383
2000-07-28,22.06999969482422
2000-07-31,22.389999389648438
2000-08-01,22.450000762939453
2000-08-02,22.75
2000-08-03,22.520000457763672
2000-08-04,22.68000030517578
2000-08-07,22.75
2000-08-08,22.799999237060547
2000-08-09,22.5
2000-08-10,22.450000762939453
2000-08-11,22.15999984741211
2000-08-14,22.399999618530273
2000-08-15,22.469999313354492
2000-08-16,22.399999618530273
2000-08-17,22.65999984741211
2000-08-18,22.65999984741211
2000-08-21,23.030000686645508
2000-08-22,23.0
2000-08-23,23.0
2000-08-24,23.100000381469727
2000-08-25,22.729999542236328
2000-08-28,22.520000457763672
2000-08-29,22.5
2000-08-30,22.290000915527344
2000-08-31,21.950000762939453
2000-09-01,21.770000457763672
2000-09-04,21.700000762939453
2000-09-05,21.709999084472656
2000-09-06,21.850000381469727
2000-09-07,22.260000228881836
2000-09-08,22.200000762939453
2000-09-11,22.700000762939453
2000-09-12,22.600000381469727
2000-09-13,22.700000762939453
2000-09-14,22.969999313354492
2000-09-15,23.25
2000-09-18,22.649999618530273
2000-09-19,22.200000762939453
2000-09-20,22.0
2000-09-21,22.0
2000-09-22,21.8799991607666
2000-09-25,21.760000228881836
2000-09-26,21.040000915527344
2000-09-27,21.700000762939453
2000-09-28,21.829999923706055
2000-09-29,21.299999237060547
2000-10-02,21.40999984741211
2000-10-03,22.100000381469727
2000-10-04,22.100000381469727
2000-10-05,22.600000381469727
2000-10-06,22.610000610351562
2000-10-09,22.200000762939453
2000-10-10,21.59000015258789
2000-10-11,22.209999084472656
2000-10-13,22.399999618530273
2000-10-16,21.489999771118164
2000-10-18,19.600000381469727
2000-10-19,19.75
2000-10-20,19.700000762939453
2000-10-23,18.969999313354492
2000-10-24,19.149999618530273
2000-10-25,18.8799991607666
2000-10-26,18.790000915527344
2000-10-27,19.190000534057617
2000-10-30,19.25
2000-11-02,18.809999465942383
2000-11-03,18.920000076293945
2000-11-06,19.549999237060547
2000-11-07,19.81999969482422
2000-11-08,19.68000030517578
2000-11-09,20.079999923706055
2000-11-10,20.010000228881836
2000-11-13,19.899999618530273
2000-11-14,20.0
2000-11-15,19.899999618530273
2000-11-16,19.850000381469727
2000-11-17,19.90999984741211
2000-11-20,19.65999984741211
2000-11-21,19.920000076293945
2000-11-22,19.700000762939453
2000-11-23,19.68000030517578
2000-11-24,19.799999237060547
2000-11-27,19.8700008392334
2000-11-28,19.860000610351562
2000-11-29,19.219999313354492
2000-11-30,18.610000610351562
2000-12-01,18.799999237060547
2000-12-04,18.440000534057617
2000-12-05,18.989999771118164
2000-12-07,18.5
2000-12-11,18.799999237060547
2000-12-12,18.299999237060547
