Date	Close
15/12/2008	100
16/12/2008	99,97
17/12/2008	99,96
18/12/2008	99,95
19/12/2008	99,94
22/12/2008	99,92
23/12/2008	99,9
29/12/2008	99,84
30/12/2008	99,94
02/01/2009	100,82
05/01/2009	100,62
06/01/2009	100,63
07/01/2009	100,84
08/01/2009	100,72
09/01/2009	100,61
12/01/2009	100,7
13/01/2009	100,63
14/01/2009	100,08
15/01/2009	100,22
16/01/2009	100,09
19/01/2009	99,79
20/01/2009	99,42
21/01/2009	99,42
22/01/2009	99,3
23/01/2009	98,88
26/01/2009	98,63
27/01/2009	98,62
28/01/2009	99,55
29/01/2009	99,24
30/01/2009	99,33
02/02/2009	99,12
03/02/2009	99,12
04/02/2009	99,06
05/02/2009	98,67
06/02/2009	99,25
09/02/2009	98,82
10/02/2009	98,65
11/02/2009	98,8
12/02/2009	98,36
13/02/2009	98,21
16/02/2009	98,17
17/02/2009	97,41
18/02/2009	97,24
19/02/2009	97,16
20/02/2009	96,44
23/02/2009	95,69
24/02/2009	96,13
25/02/2009	96,07
26/02/2009	96,39
27/02/2009	95,83
02/03/2009	95,41
03/03/2009	94,33
04/03/2009	94,56
05/03/2009	93,97
06/03/2009	93,51
09/03/2009	92,73
10/03/2009	93,84
11/03/2009	94,26
12/03/2009	94,71
13/03/2009	94,84
16/03/2009	94,97
17/03/2009	95,43
18/03/2009	95,57
19/03/2009	95,77
20/03/2009	96,18
23/03/2009	97,13
24/03/2009	96,97
25/03/2009	97,48
26/03/2009	98,39
27/03/2009	98,37
30/03/2009	97,12
31/03/2009	98,03
01/04/2009	98,86
02/04/2009	101,04
03/04/2009	101,07
06/04/2009	101,48
07/04/2009	100,44
08/04/2009	101,38
09/04/2009	103,37
14/04/2009	104,4
15/04/2009	104,88
16/04/2009	105,66
17/04/2009	106,14
20/04/2009	104,94
21/04/2009	105,65
22/04/2009	106,1
23/04/2009	106,62
24/04/2009	107,52
27/04/2009	106,92
28/04/2009	106,69
29/04/2009	107,66
30/04/2009	108,99
04/05/2009	110,5
05/05/2009	111,31
06/05/2009	112,02
07/05/2009	111,39
08/05/2009	113,78
11/05/2009	112,64
12/05/2009	112,7
13/05/2009	111,53
14/05/2009	112,52
15/05/2009	111,97
18/05/2009	113,22
19/05/2009	114,28
20/05/2009	114,43
22/05/2009	114,22
25/05/2009	114,41
26/05/2009	114,29
27/05/2009	114,29
28/05/2009	114,52
29/05/2009	115,35
02/06/2009	116,49
03/06/2009	116,17
04/06/2009	116,3
05/06/2009	116,5
08/06/2009	115,99
09/06/2009	115,97
10/06/2009	116,57
12/06/2009	117
15/06/2009	116,15
16/06/2009	116,03
17/06/2009	115,01
18/06/2009	115,16
19/06/2009	115,42
22/06/2009	113,95
23/06/2009	114,56
24/06/2009	114,98
25/06/2009	114,44
26/06/2009	114,29
29/06/2009	115,61
30/06/2009	114,82
01/07/2009	115,89
02/07/2009	114,47
