Date;Close
12/12/2014;100
15/12/2014;100
16/12/2014;100,96
17/12/2014;101,19
19/12/2014;104,81
22/12/2014;105,74
23/12/2014;105,97
29/12/2014;105,8
30/12/2014;105,52
31/12/2014;105,86
02/01/2015;106,38
05/01/2015;105,64
06/01/2015;104,84
07/01/2015;104,58
08/01/2015;106,52
09/01/2015;106,32
12/01/2015;107,28
13/01/2015;108,49
14/01/2015;107,56
15/01/2015;108,63
16/01/2015;108,4
19/01/2015;109,13
20/01/2015;109,21
21/01/2015;109,35
22/01/2015;110,41
23/01/2015;112,41
26/01/2015;114,03
27/01/2015;112,55
28/01/2015;113,52
29/01/2015;113,62
30/01/2015;113,72
02/02/2015;113,65
03/02/2015;114,44
04/02/2015;115,44
05/02/2015;116,61
06/02/2015;116,81
09/02/2015;115,17
10/02/2015;116,64
11/02/2015;116,7
12/02/2015;118,25
13/02/2015;118,1
16/02/2015;117,97
17/02/2015;118,48
18/02/2015;120,19
19/02/2015;121,34
20/02/2015;122,21
23/02/2015;123,5
24/02/2015;123,71
25/02/2015;123,8
26/02/2015;124,8
27/02/2015;125,82
02/03/2015;125,41
03/03/2015;124,34
04/03/2015;124,5
05/03/2015;126,53
06/03/2015;127,12
09/03/2015;126,77
10/03/2015;126,71
11/03/2015;128,61
12/03/2015;128,67
13/03/2015;129,9
16/03/2015;130,74
17/03/2015;128,84
18/03/2015;128,38
19/03/2015;129,53
20/03/2015;130,04
23/03/2015;129,63
24/03/2015;130,38
25/03/2015;129,14
26/03/2015;127,75
27/03/2015;127,57
30/03/2015;129,82
31/03/2015;129,64
01/04/2015;130,01
02/04/2015;130,16
07/04/2015;131,49
08/04/2015;132,1
09/04/2015;133,76
10/04/2015;135,21
13/04/2015;135,74
14/04/2015;135,04
15/04/2015;135,41
16/04/2015;134,58
17/04/2015;132,03
20/04/2015;133,67
21/04/2015;135,59
22/04/2015;135,27
23/04/2015;134,65
24/04/2015;134,98
27/04/2015;136,45
28/04/2015;134,6
29/04/2015;132
30/04/2015;131,75
04/05/2015;132,95
05/05/2015;131,19
06/05/2015;130,15
07/05/2015;130,67
11/05/2015;135,11
12/05/2015;133,27
13/05/2015;133,77
15/05/2015;135,12
18/05/2015;135,57
19/05/2015;137,94
20/05/2015;138,58
21/05/2015;138,77
22/05/2015;138,67
26/05/2015;137,75
27/05/2015;139
28/05/2015;139,14
29/05/2015;137,47
01/06/2015;138,45
02/06/2015;137,65
03/06/2015;137,75
04/06/2015;136,71
05/06/2015;134,97
08/06/2015;133,68
09/06/2015;132,95
10/06/2015;134,76
11/06/2015;135,31
12/06/2015;133,97
15/06/2015;131,66
16/06/2015;133,08
17/06/2015;132,16
18/06/2015;131,84
19/06/2015;132,27
22/06/2015;134,37
24/06/2015;136,27
25/06/2015;136,53
26/06/2015;136,81
29/06/2015;133,61
30/06/2015;133,51
01/07/2015;135,93
02/07/2015;134,26
03/07/2015;134,05
06/07/2015;133,2
07/07/2015;131,3
08/07/2015;130,1
09/07/2015;132,27
10/07/2015;135,44
13/07/2015;138,17
15/07/2015;139
16/07/2015;140,87
17/07/2015;141,51
20/07/2015;142,36
21/07/2015;141,88
22/07/2015;141,38
23/07/2015;140,68
24/07/2015;140,24
27/07/2015;136,42
28/07/2015;137,63
29/07/2015;138,99
30/07/2015;140,16
31/07/2015;140,06
03/08/2015;141,68
04/08/2015;141,43
05/08/2015;142,34
06/08/2015;141,53
07/08/2015;139,79
10/08/2015;140,93
11/08/2015;139,86
12/08/2015;135,88
13/08/2015;138,72
14/08/2015;139,43
17/08/2015;139,48
18/08/2015;140,2
19/08/2015;138,14
20/08/2015;134,31
21/08/2015;130,24
24/08/2015;124,98
25/08/2015;131,16
26/08/2015;129,55
27/08/2015;133,4
28/08/2015;132,91
31/08/2015;133,47
01/09/2015;130,41
02/09/2015;130,97
03/09/2015;134,18
04/09/2015;131,63
07/09/2015;132,45
08/09/2015;134,03
09/09/2015;135,21
10/09/2015;134,5
11/09/2015;133,28
14/09/2015;132,46
15/09/2015;133,03
16/09/2015;134,11
17/09/2015;134,39
18/09/2015;133,39
21/09/2015;134,31
22/09/2015;130,97
23/09/2015;131,3
24/09/2015;128,93
25/09/2015;132,53
28/09/2015;129,68
29/09/2015;128,36
30/09/2015;130,97
01/10/2015;130,99
02/10/2015;131,11
05/10/2015;134,22
06/10/2015;134,7
07/10/2015;133,82
08/10/2015;133,8
09/10/2015;133,42
12/10/2015;133,53
13/10/2015;131,89
14/10/2015;130,67
15/10/2015;133,24
16/10/2015;133
19/10/2015;134,85
20/10/2015;135,31
21/10/2015;136,03
22/10/2015;136,91
23/10/2015;139,48
26/10/2015;139,85
27/10/2015;138,61
28/10/2015;139,79
29/10/2015;140,57
30/10/2015;140,81
02/11/2015;142,08
03/11/2015;142,45
04/11/2015;142,65
05/11/2015;142,57
06/11/2015;143,59
09/11/2015;142,99
10/11/2015;143,14
12/11/2015;142,83
13/11/2015;141,58
16/11/2015;142,34
17/11/2015;144,37
18/11/2015;143,67
19/11/2015;144,19
20/11/2015;144,51
23/11/2015;144,58
24/11/2015;142,36
25/11/2015;144,53
26/11/2015;145,69
27/11/2015;146,24
30/11/2015;148,01
01/12/2015;148,02
02/12/2015;149,16
03/12/2015;146,65
04/12/2015;147,2
07/12/2015;148,38
08/12/2015;145,84
09/12/2015;145,54
10/12/2015;144,21
11/12/2015;141,74
14/12/2015;140,45
15/12/2015;143,79
16/12/2015;144,31
17/12/2015;146,08
18/12/2015;145,73
21/12/2015;144,32
22/12/2015;143,35
23/12/2015;145,44
28/12/2015;145,36
29/12/2015;147,58
30/12/2015;147,86
31/12/2015;147,28
04/01/2016;144,22
05/01/2016;144,22
06/01/2016;142,94
07/01/2016;139,93
08/01/2016;138,29
11/01/2016;137,29
12/01/2016;138,47
13/01/2016;138,62
14/01/2016;135,36
15/01/2016;131,27
18/01/2016;130,72
19/01/2016;133,35
20/01/2016;129,17
21/01/2016;130,64
22/01/2016;134,17
25/01/2016;135,03
26/01/2016;135,45
27/01/2016;135,74
28/01/2016;133,18
29/01/2016;136,13
01/02/2016;137,52
02/02/2016;135,93
03/02/2016;133,74
04/02/2016;132,48
05/02/2016;130,38
08/02/2016;124,02
09/02/2016;122,87
10/02/2016;125,89
11/02/2016;122,2
12/02/2016;123,76
15/02/2016;127,67
16/02/2016;126,99
17/02/2016;130,35
18/02/2016;132,39
19/02/2016;131,23
22/02/2016;132,48
23/02/2016;132,38
24/02/2016;129,81
25/02/2016;132,18
26/02/2016;133,33
29/02/2016;134,62
01/03/2016;136,74
02/03/2016;135,67
03/03/2016;135,15
04/03/2016;135,97
07/03/2016;135,23
08/03/2016;133,36
09/03/2016;133,8
10/03/2016;131,73
11/03/2016;134,1
14/03/2016;135,83
15/03/2016;135,3
16/03/2016;136,32
17/03/2016;135,36
18/03/2016;135,99
21/03/2016;135,7
22/03/2016;136,55
