Date,Close,fear_metric,rating,,,
2014-07-08,106.74,74.0,greed,,,
2014-07-09,106.8,62.0,greed,,,
2014-07-10,106.39,56.0,greed,,,
2014-07-11,106.49,57.0,greed,,,
2014-07-14,106.95,59.0,greed,,,
2014-07-15,107.05,56.0,greed,,,
2014-07-16,107.95,55.0,greed,,,
2014-07-17,107.08,32.0,fear,,,
2014-07-18,107.71,46.0,fear,,,
2014-07-21,107.36,37.0,fear,,,
2014-07-22,108.43,38.0,fear,,,
2014-07-23,108.68,39.0,fear,,,
2014-07-24,108.76,42.0,fear,,,
2014-07-25,108.56,34.0,fear,,,
2014-07-28,108.5,34.0,fear,,,
2014-07-29,108.49,31.0,fear,,,
2014-07-30,108.51,26.0,fear,,,
2014-07-31,106.89,10.0,extreme_fear,,,
2014-08-01,105.97,5.0,extreme_fear,,,
2014-08-04,106.32,5.0,extreme_fear,,,
2014-08-05,105.98,5.0,extreme_fear,,,
2014-08-06,105.8,5.0,extreme_fear,,,
2014-08-07,105.32,5.0,extreme_fear,,,
2014-08-08,105.19,10.0,extreme_fear,,,
2014-08-11,106.1,7.0,extreme_fear,,,
2014-08-12,106.19,8.0,extreme_fear,,,
2014-08-13,106.64,13.0,extreme_fear,,,
2014-08-14,107.08,16.0,extreme_fear,,,
2014-08-18,107.96,26.0,fear,,,
2014-08-19,108.81,31.0,fear,,,
2014-08-20,109.13,37.0,fear,,,
2014-08-21,109.55,36.0,fear,,,
2014-08-22,109.62,37.0,fear,,,
2014-08-25,110.47,35.0,fear,,,
2014-08-26,110.68,36.0,fear,,,
2014-08-27,110.79,33.0,fear,,,
2014-08-28,110.62,33.0,fear,,,
2014-08-29,110.93,41.0,fear,,,
2014-09-02,111.26,48.0,fear,,,
2014-09-03,111.44,48.0,fear,,,
2014-09-04,112.7,47.0,fear,,,
2014-09-05,112.9,50.0,neutral,,,
2014-09-08,112.59,47.0,fear,,,
2014-09-09,112.18,42.0,fear,,,
2014-09-10,112.34,45.0,fear,,,
2014-09-11,112.22,44.0,fear,,,
2014-09-12,111.77,43.0,fear,,,
2014-09-15,111.59,38.0,fear,,,
2014-09-16,111.93,37.0,fear,,,
2014-09-17,111.96,42.0,fear,,,
2014-09-18,112.77,37.0,fear,,,
2014-09-19,113.33,36.0,fear,,,
2014-09-22,112.59,22.0,extreme_fear,,,
2014-09-23,111.58,18.0,extreme_fear,,,
2014-09-24,112.63,17.0,extreme_fear,,,
2014-09-25,111.74,8.0,extreme_fear,,,
2014-09-26,112.58,13.0,extreme_fear,,,
2014-09-29,112.29,11.0,extreme_fear,,,
2014-09-30,112.53,12.0,extreme_fear,,,
2014-10-01,111.59,7.0,extreme_fear,,,
2014-10-02,110.34,3.0,extreme_fear,,,
2014-10-03,112.08,5.0,extreme_fear,,,
2014-10-06,111.87,5.0,extreme_fear,,,
2014-10-07,110.12,6.0,extreme_fear,,,
2014-10-08,110.45,4.0,extreme_fear,,,
2014-10-09,108.89,3.0,extreme_fear,,,
2014-10-10,107.9,1.0,extreme_fear,,,
2014-10-14,106.51,2.0,extreme_fear,,,
2014-10-15,104.73,1.0,extreme_fear,,,
2014-10-16,104.37,2.0,extreme_fear,,,
2014-10-17,105.84,7.0,extreme_fear,,,
2014-10-20,106.55,5.0,extreme_fear,,,
2014-10-21,108.6,7.0,extreme_fear,,,
2014-10-22,108.89,8.0,extreme_fear,,,
2014-10-23,109.91,11.0,extreme_fear,,,
2014-10-24,110.26,13.0,extreme_fear,,,
2014-10-27,109.83,16.0,extreme_fear,,,
2014-10-28,110.69,21.0,extreme_fear,,,
2014-10-29,110.71,25.0,extreme_fear,,,
2014-10-30,112.12,31.0,fear,,,
2014-10-31,114.21,32.0,fear,,,
2014-11-03,114.02,40.0,fear,,,
2014-11-04,113.18,40.0,fear,,,
2014-11-05,114.5,49.0,fear,,,
2014-11-06,115.09,49.0,fear,,,
2014-11-07,115.26,55.0,greed,,,
2014-11-10,115.51,57.0,greed,,,
2014-11-12,115.26,56.0,greed,,,
2014-11-13,115.38,54.0,greed,,,
2014-11-14,115.39,53.0,greed,,,
2014-11-17,115.45,53.0,greed,,,
2014-11-18,115.65,54.0,greed,,,
2014-11-19,115.33,55.0,greed,,,
2014-11-20,115.39,59.0,greed,,,
2014-11-21,117.38,59.0,greed,,,
2014-11-24,117.36,62.0,greed,,,
2014-11-25,117.08,62.0,greed,,,
2014-11-26,117.02,63.0,greed,,,
2014-11-28,117.03,59.0,greed,,,
2014-12-01,116.29,55.0,greed,,,
2014-12-02,117.38,55.0,greed,,,
2014-12-03,118.42,59.0,greed,,,
2014-12-04,117.1,59.0,greed,,,
2014-12-05,118.56,61.0,greed,,,
2014-12-08,117.78,55.0,greed,,,
2014-12-09,116.21,46.0,fear,,,
2014-12-10,114.68,41.0,fear,,,
2014-12-11,115.05,37.0,fear,,,
2014-12-12,112.7,31.0,fear,,,
2014-12-15,111.68,22.0,extreme_fear,,,
2014-12-16,110.98,19.0,extreme_fear,,,
2014-12-17,113.15,21.0,extreme_fear,,,
2014-12-18,116.53,33.0,fear,,,
2014-12-19,117.41,33.0,fear,,,
2014-12-22,117.89,43.0,fear,,,
2014-12-23,118.74,45.0,fear,,,
2014-12-29,119.24,47.0,fear,,,
2014-12-30,118.66,47.0,fear,,,
2014-12-31,118.5,45.0,fear,,,
2015-01-02,118.84,37.0,fear,,,
2015-01-05,117.41,30.0,fear,,,
2015-01-06,116.42,21.0,extreme_fear,,,
2015-01-07,118.13,21.0,extreme_fear,,,
2015-01-08,120.53,28.0,fear,,,
2015-01-09,119.36,29.0,fear,,,
2015-01-12,119.02,30.0,fear,,,
2015-01-13,119.5,29.0,fear,,,
2015-01-14,118.54,30.0,fear,,,
2015-01-15,120.4,30.0,fear,,,
2015-01-16,122.28,26.0,fear,,,
2015-01-20,122.21,25.0,extreme_fear,,,
2015-01-21,122.73,28.0,fear,,,
2015-01-22,125.75,32.0,fear,,,
2015-01-23,127.41,31.0,fear,,,
2015-01-26,127.69,28.0,fear,,,
2015-01-27,125.55,28.0,fear,,,
2015-01-28,124.98,26.0,fear,,,
2015-01-29,125.36,26.0,fear,,,
2015-01-30,124.71,25.0,extreme_fear,,,
2015-02-02,125.36,30.0,fear,,,
2015-02-03,125.75,46.0,fear,,,
2015-02-04,126.01,42.0,fear,,,
2015-02-05,126.87,50.0,neutral,,,
2015-02-06,127.33,52.0,greed,,,
2015-02-09,126.96,52.0,greed,,,
2015-02-10,127.96,54.0,greed,,,
2015-02-11,127.88,61.0,greed,,,
2015-02-12,128.59,64.0,greed,,,
2015-02-13,129.08,73.0,greed,,,
2015-02-17,129.33,77.0,extreme_greed,,,
2015-02-18,130.05,79.0,extreme_greed,,,
2015-02-19,129.89,77.0,extreme_greed,,,
2015-02-20,130.67,80.0,extreme_greed,,,
2015-02-23,130.99,77.0,extreme_greed,,,
2015-02-24,131.55,75.0,greed,,,
2015-02-25,131.47,77.0,extreme_greed,,,
2015-02-26,132.94,78.0,extreme_greed,,,
2015-02-27,132.82,74.0,greed,,,
2015-03-02,133.35,74.0,greed,,,
2015-03-03,132.9,66.0,greed,,,
2015-03-04,133.73,66.0,greed,,,
2015-03-05,134.45,65.0,greed,,,
2015-03-06,134.84,58.0,greed,,,
2015-03-09,135.01,58.0,greed,,,
2015-03-10,134.45,52.0,greed,,,
2015-03-11,136.02,44.0,fear,,,
2015-03-12,136.91,46.0,fear,,,
2015-03-13,137.49,39.0,fear,,,
2015-03-16,138.37,42.0,fear,,,
2015-03-17,137.75,40.0,fear,,,
2015-03-18,138.64,39.0,fear,,,
2015-03-19,138.69,43.0,fear,,,
2015-03-20,138.33,43.0,fear,,,
2015-03-23,136.92,48.0,fear,,,
2015-03-24,136.75,44.0,fear,,,
2015-03-25,134.53,44.0,fear,,,
2015-03-26,134.5,37.0,fear,,,
2015-03-27,134.93,36.0,fear,,,
2015-03-30,136.63,37.0,fear,,,
2015-03-31,136.48,37.0,fear,,,
2015-04-01,136.05,35.0,fear,,,
2015-04-02,135.35,40.0,fear,,,
2015-04-07,136.8,48.0,fear,,,
2015-04-08,137.88,48.0,fear,,,
2015-04-09,139.8,56.0,greed,,,
2015-04-10,141.07,56.0,greed,,,
2015-04-13,141.18,60.0,greed,,,
2015-04-14,140.2,60.0,greed,,,
2015-04-15,141.66,60.0,greed,,,
2015-04-16,140.67,57.0,greed,,,
2015-04-17,138.33,57.0,greed,,,
2015-04-20,139.42,55.0,greed,,,
2015-04-21,139.81,59.0,greed,,,
2015-04-22,140.44,59.0,greed,,,
2015-04-23,139.9,64.0,greed,,,
2015-04-24,139.68,66.0,greed,,,
2015-04-27,139.58,59.0,greed,,,
2015-04-28,138.5,61.0,greed,,,
2015-04-29,135.86,61.0,greed,,,
2015-04-30,133.9,53.0,greed,,,
2015-05-04,135.39,61.0,greed,,,
2015-05-05,133.77,58.0,greed,,,
2015-05-06,131.78,58.0,greed,,,
2015-05-07,132.63,53.0,greed,,,
2015-05-08,135.09,58.0,greed,,,
2015-05-11,135.52,53.0,greed,,,
2015-05-12,134.06,49.0,fear,,,
2015-05-13,133.21,55.0,greed,,,
2015-05-15,133.5,57.0,greed,,,
2015-05-18,134.51,62.0,greed,,,
2015-05-19,137.0,62.0,greed,,,
2015-05-20,137.34,64.0,greed,,,
2015-05-21,137.64,64.0,greed,,,
2015-05-22,138.32,60.0,greed,,,
2015-05-26,138.19,50.0,neutral,,,
2015-05-27,139.4,47.0,fear,,,
2015-05-28,138.75,47.0,fear,,,
2015-05-29,137.24,43.0,fear,,,
2015-06-01,138.0,40.0,fear,,,
2015-06-02,135.47,43.0,fear,,,
2015-06-03,134.42,45.0,fear,,,
2015-06-04,133.19,44.0,fear,,,
2015-06-05,134.11,40.0,fear,,,
2015-06-08,132.35,36.0,fear,,,
2015-06-09,131.85,36.0,fear,,,
2015-06-10,133.05,37.0,fear,,,
2015-06-11,134.03,41.0,fear,,,
2015-06-12,132.93,30.0,fear,,,
2015-06-15,132.11,26.0,fear,,,
2015-06-16,132.85,27.0,fear,,,
2015-06-17,132.74,26.0,fear,,,
2015-06-18,132.14,34.0,fear,,,
2015-06-19,132.54,30.0,fear,,,
2015-06-22,133.34,42.0,fear,,,
2015-06-24,135.07,36.0,fear,,,
2015-06-25,134.65,34.0,fear,,,
2015-06-26,134.88,33.0,fear,,,
2015-06-29,131.83,8.0,extreme_fear,,,
2015-06-30,131.75,11.0,extreme_fear,,,
2015-07-01,133.14,18.0,extreme_fear,,,
2015-07-02,133.12,16.0,extreme_fear,,,
2015-07-06,132.15,13.0,extreme_fear,,,
2015-07-07,133.48,13.0,extreme_fear,,,
2015-07-08,130.56,9.0,extreme_fear,,,
2015-07-09,131.62,12.0,extreme_fear,,,
2015-07-10,132.06,14.0,extreme_fear,,,
2015-07-13,135.19,24.0,extreme_fear,,,
2015-07-14,136.15,24.0,extreme_fear,,,
2015-07-15,136.62,30.0,fear,,,
2015-07-16,138.35,30.0,fear,,,
2015-07-17,138.93,34.0,fear,,,
2015-07-20,138.9,34.0,fear,,,
2015-07-21,137.68,25.0,extreme_fear,,,
2015-07-22,137.3,20.0,extreme_fear,,,
2015-07-23,135.93,15.0,extreme_fear,,,
2015-07-24,134.77,15.0,extreme_fear,,,
2015-07-27,132.23,7.0,extreme_fear,,,
2015-07-28,134.03,17.0,extreme_fear,,,
2015-07-29,135.17,21.0,extreme_fear,,,
2015-07-30,136.44,21.0,extreme_fear,,,
2015-07-31,135.33,20.0,extreme_fear,,,
2015-08-03,135.93,24.0,extreme_fear,,,
2015-08-04,135.87,28.0,fear,,,
2015-08-05,137.35,21.0,extreme_fear,,,
2015-08-06,136.02,18.0,extreme_fear,,,
2015-08-07,135.29,10.0,extreme_fear,,,
2015-08-10,136.26,9.0,extreme_fear,,,
2015-08-11,134.12,12.0,extreme_fear,,,
2015-08-12,131.91,9.0,extreme_fear,,,
2015-08-13,132.66,11.0,extreme_fear,,,
2015-08-14,133.05,11.0,extreme_fear,,,
2015-08-17,133.91,14.0,extreme_fear,,,
2015-08-18,134.05,13.0,extreme_fear,,,
2015-08-19,132.4,13.0,extreme_fear,,,
2015-08-20,128.56,8.0,extreme_fear,,,
2015-08-21,123.78,8.0,extreme_fear,,,
2015-08-24,116.45,3.0,extreme_fear,,,
2015-08-25,117.71,9.0,extreme_fear,,,
2015-08-26,120.23,12.0,extreme_fear,,,
2015-08-27,124.86,13.0,extreme_fear,,,
2015-08-28,125.35,14.0,extreme_fear,,,
2015-08-31,124.59,14.0,extreme_fear,,,
2015-09-01,120.63,9.0,extreme_fear,,,
2015-09-02,122.08,13.0,extreme_fear,,,
2015-09-03,124.12,11.0,extreme_fear,,,
2015-09-04,121.83,10.0,extreme_fear,,,
2015-09-08,123.43,13.0,extreme_fear,,,
2015-09-09,123.72,13.0,extreme_fear,,,
2015-09-10,122.9,15.0,extreme_fear,,,
2015-09-11,122.34,14.0,extreme_fear,,,
2015-09-14,121.78,13.0,extreme_fear,,,
2015-09-15,123.02,16.0,extreme_fear,,,
2015-09-16,124.26,16.0,extreme_fear,,,
2015-09-17,123.95,16.0,extreme_fear,,,
2015-09-18,121.63,18.0,extreme_fear,,,
2015-09-21,123.51,23.0,extreme_fear,,,
2015-09-22,122.05,31.0,fear,,,
2015-09-23,121.63,31.0,fear,,,
2015-09-24,119.39,22.0,extreme_fear,,,
2015-09-25,121.17,18.0,extreme_fear,,,
2015-09-28,118.28,15.0,extreme_fear,,,
2015-09-29,117.42,13.0,extreme_fear,,,
2015-09-30,120.41,21.0,extreme_fear,,,
2015-10-01,120.43,18.0,extreme_fear,,,
2015-10-02,121.08,24.0,extreme_fear,,,
2015-10-05,124.1,31.0,fear,,,
2015-10-06,123.8,36.0,fear,,,
2015-10-07,125.03,37.0,fear,,,
2015-10-08,125.32,42.0,fear,,,
2015-10-09,125.22,43.0,fear,,,
2015-10-13,124.1,35.0,fear,,,
2015-10-14,122.8,35.0,fear,,,
2015-10-15,125.06,41.0,fear,,,
2015-10-16,125.74,45.0,fear,,,
2015-10-19,126.21,47.0,fear,,,
2015-10-20,125.68,51.0,greed,,,
2015-10-21,125.21,50.0,neutral,,,
2015-10-22,128.67,55.0,greed,,,
2015-10-23,131.49,59.0,greed,,,
2015-10-26,131.18,61.0,greed,,,
2015-10-27,130.47,69.0,greed,,,
2015-10-28,131.71,69.0,greed,,,
2015-10-29,132.39,71.0,greed,,,
2015-10-30,131.27,70.0,greed,,,
2015-11-02,132.13,73.0,greed,,,
2015-11-03,133.32,73.0,greed,,,
2015-11-04,134.17,72.0,greed,,,
2015-11-05,133.91,73.0,greed,,,
2015-11-06,134.94,71.0,greed,,,
2015-11-09,133.91,66.0,greed,,,
2015-11-10,134.47,66.0,greed,,,
2015-11-12,132.25,59.0,greed,,,
2015-11-13,131.16,50.0,neutral,,,
2015-11-16,132.41,48.0,fear,,,
2015-11-17,133.94,51.0,greed,,,
2015-11-18,135.24,51.0,greed,,,
2015-11-19,134.85,52.0,greed,,,
2015-11-20,135.91,53.0,greed,,,
2015-11-23,136.1,53.0,greed,,,
2015-11-24,135.68,56.0,greed,,,
2015-11-25,136.37,59.0,greed,,,
2015-11-27,136.71,58.0,greed,,,
2015-11-30,136.66,58.0,greed,,,
2015-12-01,137.34,55.0,greed,,,
2015-12-02,136.69,55.0,greed,,,
2015-12-03,131.76,55.0,greed,,,
2015-12-04,132.6,55.0,greed,,,
2015-12-07,132.44,38.0,fear,,,
2015-12-08,130.96,42.0,fear,,,
2015-12-09,129.38,35.0,fear,,,
2015-12-10,129.66,36.0,fear,,,
2015-12-11,126.95,25.0,extreme_fear,,,
2015-12-14,126.19,30.0,fear,,,
2015-12-15,128.56,35.0,fear,,,
2015-12-16,130.02,46.0,fear,,,
2015-12-17,130.27,37.0,fear,,,
2015-12-18,128.44,37.0,fear,,,
2015-12-21,128.01,35.0,fear,,,
2015-12-22,128.33,36.0,fear,,,
2015-12-23,131.02,43.0,fear,,,
2015-12-28,129.86,48.0,fear,,,
2015-12-29,131.85,48.0,fear,,,
2015-12-30,131.06,46.0,fear,,,
2015-12-31,130.6,46.0,fear,,,
2016-01-04,128.79,43.0,fear,,,
2016-01-05,129.77,35.0,fear,,,
2016-01-06,127.83,35.0,fear,,,
2016-01-07,124.18,27.0,fear,,,
2016-01-08,122.17,26.0,fear,,,
2016-01-11,122.46,17.0,extreme_fear,,,
2016-01-12,123.09,16.0,extreme_fear,,,
2016-01-13,121.47,18.0,extreme_fear,,,
2016-01-14,121.96,15.0,extreme_fear,,,
2016-01-15,118.53,10.0,extreme_fear,,,
2016-01-19,119.09,9.0,extreme_fear,,,
2016-01-20,116.85,11.0,extreme_fear,,,
2016-01-21,118.11,13.0,extreme_fear,,,
2016-01-22,121.16,14.0,extreme_fear,,,
2016-01-25,119.86,15.0,extreme_fear,,,
2016-01-26,120.83,16.0,extreme_fear,,,
2016-01-27,120.25,18.0,extreme_fear,,,
2016-01-28,119.63,18.0,extreme_fear,,,
2016-01-29,123.28,26.0,fear,,,
2016-02-01,122.82,26.0,fear,,,
2016-02-02,120.61,26.0,fear,,,
2016-02-03,119.17,24.0,extreme_fear,,,
2016-02-04,118.53,25.0,extreme_fear,,,
2016-02-05,116.9,17.0,extreme_fear,,,
2016-02-08,114.93,17.0,extreme_fear,,,
2016-02-09,112.55,15.0,extreme_fear,,,
2016-02-10,113.54,17.0,extreme_fear,,,
2016-02-11,110.73,18.0,extreme_fear,,,
2016-02-12,113.07,21.0,extreme_fear,,,
2016-02-16,116.64,29.0,fear,,,
2016-02-17,118.62,37.0,fear,,,
2016-02-18,118.96,43.0,fear,,,
2016-02-19,118.48,43.0,fear,,,
2016-02-22,120.86,50.0,neutral,,,
2016-02-23,119.57,50.0,neutral,,,
2016-02-24,119.14,53.0,greed,,,
2016-02-25,120.58,53.0,greed,,,
2016-02-26,121.79,52.0,greed,,,
2016-02-29,121.89,55.0,greed,,,
2016-03-01,124.19,61.0,greed,,,
2016-03-02,125.54,66.0,greed,,,
2016-03-03,125.17,69.0,greed,,,
2016-03-04,125.08,68.0,greed,,,
2016-03-07,125.3,71.0,greed,,,
2016-03-08,123.45,70.0,greed,,,
2016-03-09,124.33,71.0,greed,,,
2016-03-10,122.71,72.0,greed,,,
2016-03-11,124.81,75.0,greed,,,
2016-03-14,125.5,74.0,greed,,,
2016-03-15,124.81,75.0,greed,,,
2016-03-16,125.43,75.0,greed,,,
2016-03-17,124.42,78.0,extreme_greed,,,
2016-03-18,124.88,79.0,extreme_greed,,,
2016-03-21,125.1,76.0,extreme_greed,,,
2016-03-22,125.48,76.0,extreme_greed,,,
2016-03-23,125.13,70.0,greed,,,
2016-03-24,124.57,72.0,greed,,,
2016-03-29,125.47,67.0,greed,,,
2016-03-30,124.9,67.0,greed,,,
2016-03-31,124.09,71.0,greed,,,
2016-04-01,124.08,74.0,greed,,,
2016-04-04,123.75,73.0,greed,,,
2016-04-05,122.12,72.0,greed,,,
2016-04-06,123.28,72.0,greed,,,
2016-04-07,122.31,72.0,greed,,,
2016-04-08,122.83,68.0,greed,,,
2016-04-11,122.48,66.0,greed,,,
2016-04-12,124.11,66.0,greed,,,
2016-04-13,126.83,70.0,greed,,,
2016-04-14,127.52,70.0,greed,,,
2016-04-15,127.02,70.0,greed,,,
2016-04-18,127.04,72.0,greed,,,
2016-04-19,127.86,73.0,greed,,,
2016-04-20,128.51,75.0,greed,,,
2016-04-21,128.67,75.0,greed,,,
2016-04-22,128.91,74.0,greed,,,
2016-04-25,128.33,71.0,greed,,,
2016-04-26,128.14,71.0,greed,,,
2016-04-27,128.12,72.0,greed,,,
2016-04-28,127.45,70.0,greed,,,
2016-04-29,125.43,67.0,greed,,,
2016-05-02,125.17,69.0,greed,,,
2016-05-03,123.87,63.0,greed,,,
2016-05-04,123.07,63.0,greed,,,
2016-05-06,123.83,60.0,greed,,,
2016-05-09,124.08,60.0,greed,,,
2016-05-10,125.6,62.0,greed,,,
2016-05-11,124.54,62.0,greed,,,
2016-05-12,124.64,61.0,greed,,,
2016-05-13,124.77,59.0,greed,,,
2016-05-17,124.83,54.0,greed,,,
2016-05-18,125.46,56.0,greed,,,
2016-05-19,125.26,54.0,greed,,,
2016-05-20,126.13,55.0,greed,,,
2016-05-23,125.97,57.0,greed,,,
2016-05-24,127.88,63.0,greed,,,
2016-05-25,129.18,68.0,greed,,,
2016-05-26,129.0,74.0,greed,,,
2016-05-27,129.93,78.0,extreme_greed,,,
2016-05-31,129.81,77.0,extreme_greed,,,
2016-06-01,129.21,78.0,extreme_greed,,,
2016-06-02,129.45,79.0,extreme_greed,,,
2016-06-03,127.85,77.0,extreme_greed,,,
2016-06-06,128.07,79.0,extreme_greed,,,
2016-06-07,128.79,80.0,extreme_greed,,,
2016-06-08,128.75,80.0,extreme_greed,,,
2016-06-09,128.72,79.0,extreme_greed,,,
2016-06-10,127.26,63.0,greed,,,
2016-06-13,125.74,54.0,greed,,,
2016-06-14,125.58,54.0,greed,,,
2016-06-15,125.56,53.0,greed,,,
2016-06-16,126.14,50.0,neutral,,,
2016-06-17,125.57,53.0,greed,,,
2016-06-20,126.74,60.0,greed,,,
2016-06-21,127.83,61.0,greed,,,
2016-06-22,127.64,61.0,greed,,,
2016-06-24,124.97,44.0,fear,,,
2016-06-27,123.65,45.0,fear,,,
2016-06-28,124.99,48.0,fear,,,
2016-06-29,127.18,58.0,greed,,,
2016-06-30,128.59,62.0,greed,,,
2016-07-01,128.88,71.0,greed,,,
2016-07-05,128.02,69.0,greed,,,
2016-07-06,128.11,69.0,greed,,,
2016-07-07,128.38,69.0,greed,,,
2016-07-08,130.27,75.0,greed,,,
2016-07-11,131.23,80.0,extreme_greed,,,
2016-07-12,132.07,86.0,extreme_greed,,,
2016-07-13,131.96,86.0,extreme_greed,,,
2016-07-14,132.62,90.0,extreme_greed,,,
2016-07-15,132.81,88.0,extreme_greed,,,
2016-07-18,133.13,89.0,extreme_greed,,,
2016-07-19,133.39,89.0,extreme_greed,,,
2016-07-20,134.1,88.0,extreme_greed,,,
2016-07-21,134.08,87.0,extreme_greed,,,
2016-07-22,134.44,85.0,extreme_greed,,,
2016-07-25,134.26,85.0,extreme_greed,,,
2016-07-26,134.28,82.0,extreme_greed,,,
2016-07-27,134.25,84.0,extreme_greed,,,
2016-07-28,133.21,82.0,extreme_greed,,,
2016-07-29,133.14,80.0,extreme_greed,,,
2016-08-01,132.96,64.0,greed,,,
2016-08-02,131.47,78.0,extreme_greed,,,
2016-08-03,131.85,80.0,extreme_greed,,,
2016-08-04,132.62,81.0,extreme_greed,,,
2016-08-05,134.15,85.0,extreme_greed,,,
2016-08-08,134.35,80.0,extreme_greed,,,
2016-08-09,134.59,75.0,greed,,,
2016-08-10,133.92,78.0,extreme_greed,,,
2016-08-11,134.43,78.0,extreme_greed,,,
2016-08-12,134.47,75.0,greed,,,
2016-08-16,133.13,78.0,extreme_greed,,,
2016-08-17,133.04,77.0,extreme_greed,,,
2016-08-18,132.82,78.0,extreme_greed,,,
2016-08-19,132.5,76.0,extreme_greed,,,
2016-08-22,132.51,74.0,greed,,,
2016-08-23,133.06,75.0,greed,,,
2016-08-24,133.37,70.0,greed,,,
2016-08-25,132.68,65.0,greed,,,
2016-08-26,132.61,63.0,greed,,,
2016-08-29,133.92,64.0,greed,,,
2016-08-30,133.98,64.0,greed,,,
2016-08-31,133.83,62.0,greed,,,
2016-09-01,133.48,63.0,greed,,,
2016-09-02,134.71,63.0,greed,,,
2016-09-06,134.66,65.0,greed,,,
2016-09-07,134.76,64.0,greed,,,
2016-09-08,134.14,69.0,greed,,,
2016-09-09,132.1,47.0,fear,,,
2016-09-12,132.63,55.0,greed,,,
2016-09-13,130.77,36.0,fear,,,
2016-09-14,130.52,34.0,fear,,,
2016-09-15,131.54,39.0,fear,,,
2016-09-16,131.83,44.0,fear,,,
2016-09-19,132.12,45.0,fear,,,
2016-09-20,132.28,45.0,fear,,,
2016-09-21,134.08,54.0,greed,,,
2016-09-22,134.33,59.0,greed,,,
2016-09-23,133.76,53.0,greed,,,
2016-09-26,132.06,47.0,fear,,,
2016-09-27,133.29,45.0,fear,,,
2016-09-28,133.89,45.0,fear,,,
2016-09-29,132.95,44.0,fear,,,
2016-09-30,133.31,43.0,fear,,,
2016-10-03,133.34,45.0,fear,,,
2016-10-04,133.69,49.0,fear,,,
2016-10-05,133.46,49.0,fear,,,
2016-10-06,133.63,52.0,greed,,,
2016-10-07,133.06,55.0,greed,,,
2016-10-10,133.82,55.0,greed,,,
2016-10-11,133.53,47.0,fear,,,
2016-10-12,133.7,45.0,fear,,,
2016-10-13,133.02,34.0,fear,,,
2016-10-14,133.67,33.0,fear,,,
2016-10-17,133.36,33.0,fear,,,
2016-10-18,134.59,38.0,fear,,,
2016-10-19,135.11,41.0,fear,,,
2016-10-20,135.43,38.0,fear,,,
2016-10-21,135.87,44.0,fear,,,
2016-10-24,136.1,49.0,fear,,,
2016-10-25,136.0,49.0,fear,,,
2016-10-26,135.21,43.0,fear,,,
2016-10-27,134.81,46.0,fear,,,
2016-10-28,134.39,33.0,fear,,,
2016-10-31,133.97,26.0,fear,,,
2016-11-02,130.7,18.0,extreme_fear,,,
2016-11-03,130.51,14.0,extreme_fear,,,
2016-11-04,129.68,14.0,extreme_fear,,,
2016-11-07,132.72,34.0,fear,,,
2016-11-08,133.07,30.0,fear,,,
2016-11-09,134.63,42.0,fear,,,
2016-11-10,135.98,38.0,fear,,,
2016-11-11,135.92,48.0,fear,,,
2016-11-14,137.24,57.0,greed,,,
2016-11-15,137.94,63.0,greed,,,
2016-11-16,138.38,60.0,greed,,,
2016-11-17,139.08,63.0,greed,,,
2016-11-18,139.6,61.0,greed,,,
2016-11-21,140.04,68.0,greed,,,
2016-11-22,140.68,67.0,greed,,,
2016-11-23,141.18,70.0,greed,,,
2016-11-25,141.09,71.0,greed,,,
