Date	Close
13/07/2008	10
14/07/2008	10,001
15/07/2008	10,002
16/07/2008	10,002
17/07/2008	10,003
18/07/2008	10,004
19/07/2008	10,005
20/07/2008	10,006
21/07/2008	10,007
22/07/2008	10,007
23/07/2008	10,008
24/07/2008	10,009
25/07/2008	10,01
26/07/2008	10,011
27/07/2008	10,012
28/07/2008	10,013
29/07/2008	10,013
30/07/2008	10,014
31/07/2008	10,015
01/08/2008	10,016
02/08/2008	10,017
03/08/2008	10,018
04/08/2008	10,018
05/08/2008	10,019
06/08/2008	10,02
07/08/2008	10,021
08/08/2008	10,022
09/08/2008	10,023
10/08/2008	10,024
11/08/2008	10,024
12/08/2008	10,025
13/08/2008	10,026
14/08/2008	10,027
15/08/2008	10,028
16/08/2008	10,029
17/08/2008	10,03
18/08/2008	10,03
19/08/2008	10,031
20/08/2008	10,032
21/08/2008	10,033
22/08/2008	10,034
23/08/2008	10,035
24/08/2008	10,035
25/08/2008	10,036
26/08/2008	10,037
27/08/2008	10,038
28/08/2008	10,039
29/08/2008	10,04
30/08/2008	10,041
31/08/2008	10,041
01/09/2008	10,042
02/09/2008	10,043
03/09/2008	10,044
04/09/2008	10,045
05/09/2008	10,046
06/09/2008	10,046
07/09/2008	10,047
08/09/2008	10,048
09/09/2008	10,049
10/09/2008	10,05
11/09/2008	10,051
12/09/2008	10,052
13/09/2008	10,053
14/09/2008	10,053
15/09/2008	10,054
16/09/2008	10,055
17/09/2008	10,056
18/09/2008	10,057
19/09/2008	10,058
20/09/2008	10,059
21/09/2008	10,059
22/09/2008	10,06
23/09/2008	10,061
24/09/2008	10,062
25/09/2008	10,063
26/09/2008	10,064
27/09/2008	10,064
28/09/2008	10,065
29/09/2008	10,066
30/09/2008	10,066
01/10/2008	10,066
02/10/2008	10,067
03/10/2008	10,068
04/10/2008	10,068
05/10/2008	10,069
06/10/2008	10,069
07/10/2008	10,07
08/10/2008	10,071
09/10/2008	10,071
10/10/2008	10,072
11/10/2008	10,073
12/10/2008	10,073
13/10/2008	10,074
14/10/2008	10,074
15/10/2008	10,075
16/10/2008	10,075
17/10/2008	10,076
18/10/2008	10,076
19/10/2008	10,077
20/10/2008	10,077
21/10/2008	10,078
22/10/2008	10,078
23/10/2008	10,079
24/10/2008	10,08
25/10/2008	10,08
26/10/2008	10,081
27/10/2008	10,081
28/10/2008	10,082
29/10/2008	10,083
30/10/2008	10,083
31/10/2008	10,084
01/11/2008	10,084
02/11/2008	10,085
03/11/2008	10,086
04/11/2008	10,086
05/11/2008	10,087
06/11/2008	10,087
07/11/2008	10,087
08/11/2008	10,088
09/11/2008	10,088
10/11/2008	10,088
11/11/2008	10,089
12/11/2008	10,089
13/11/2008	10,09
14/11/2008	10,09
15/11/2008	10,09
16/11/2008	10,09
17/11/2008	10,091
18/11/2008	10,091
19/11/2008	10,092
20/11/2008	10,092
21/11/2008	10,092
22/11/2008	10,092
23/11/2008	10,093
24/11/2008	10,093
25/11/2008	10,093
26/11/2008	10,093
27/11/2008	10,094
28/11/2008	10,094
29/11/2008	10,095
30/11/2008	10,095
01/12/2008	10,096
02/12/2008	10,096
03/12/2008	10,097
04/12/2008	10,097
05/12/2008	10,098
06/12/2008	10,098
07/12/2008	10,098
08/12/2008	10,098
09/12/2008	10,099
10/12/2008	10,099
11/12/2008	10,099
12/12/2008	10,1
13/12/2008	10,1
14/12/2008	10,1
15/12/2008	10,1
16/12/2008	10,101
17/12/2008	10,101
18/12/2008	10,101
19/12/2008	10,102
20/12/2008	10,102
21/12/2008	10,102
22/12/2008	10,102
23/12/2008	10,102
24/12/2008	10,103
25/12/2008	10,103
26/12/2008	10,103
27/12/2008	10,103
28/12/2008	10,104
29/12/2008	10,104
30/12/2008	10,104
31/12/2008	10,104
01/01/2009	10,105
02/01/2009	10,105
03/01/2009	10,105
04/01/2009	10,105
05/01/2009	10,105
06/01/2009	10,106
07/01/2009	10,106
08/01/2009	10,106
09/01/2009	10,106
10/01/2009	10,107
11/01/2009	10,107
12/01/2009	10,107
13/01/2009	10,107
14/01/2009	10,108
15/01/2009	10,108
16/01/2009	10,108
17/01/2009	10,108
18/01/2009	10,109
19/01/2009	10,109
20/01/2009	10,109
21/01/2009	10,109
22/01/2009	10,109
23/01/2009	10,109
24/01/2009	10,109
25/01/2009	10,109
26/01/2009	10,109
27/01/2009	10,109
28/01/2009	10,109
29/01/2009	10,109
30/01/2009	10,109
31/01/2009	10,109
01/02/2009	10,109
02/02/2009	10,109
03/02/2009	10,109
04/02/2009	10,109
05/02/2009	10,109
06/02/2009	10,109
07/02/2009	10,109
08/02/2009	10,109
09/02/2009	10,109
10/02/2009	10,109
11/02/2009	10,109
12/02/2009	10,109
13/02/2009	10,109
14/02/2009	10,109
15/02/2009	10,109
16/02/2009	10,109
17/02/2009	10,109
18/02/2009	10,109
19/02/2009	10,11
20/02/2009	10,11
21/02/2009	10,11
22/02/2009	10,11
23/02/2009	10,11
24/02/2009	10,11
25/02/2009	10,11
26/02/2009	10,109
27/02/2009	10,11
02/03/2009	10,11
03/03/2009	10,11
04/03/2009	10,11
05/03/2009	10,11
09/03/2009	10,109
10/03/2009	10,11
11/03/2009	10,109
13/03/2009	10,109
16/03/2009	10,109
17/03/2009	10,109
18/03/2009	10,109
19/03/2009	10,109
20/03/2009	10,109
23/03/2009	10,108
24/03/2009	10,108
25/03/2009	10,108
26/03/2009	10,108
30/03/2009	10,108
31/03/2009	10,108
01/04/2009	10,108
02/04/2009	10,108
05/04/2009	10,107
06/04/2009	10,107
09/04/2009	10,107
13/04/2009	10,107
15/04/2009	10,107
16/04/2009	10,107
17/04/2009	10,107
20/04/2009	10,106
21/04/2009	10,106
22/04/2009	10,106
23/04/2009	10,106
24/04/2009	10,106
27/04/2009	10,105
28/04/2009	10,105
29/04/2009	10,105
30/04/2009	10,105
04/05/2009	10,104
05/05/2009	10,103
06/05/2009	10,103
07/05/2009	10,103
08/05/2009	10,103
