Date,Open,High,Low,Close,Adj Close,Volume
2000-01-03,148.25,148.25,143.875,145.4375,95.30879211425781,8164300
2000-01-04,143.53125,144.0625,139.640625,139.75,91.58164978027344,8089800
2000-01-05,139.9375,141.53125,137.25,140.0,91.7454833984375,12177900
2000-01-06,139.625,141.5,137.75,137.75,90.27102661132812,6227200
2000-01-07,140.3125,145.75,140.0625,145.75,95.51359558105469,8066500
2000-01-10,146.25,146.90625,145.03125,146.25,95.8412857055664,5741700
2000-01-11,145.8125,146.09375,143.5,144.5,94.6944580078125,7503700
2000-01-12,144.59375,144.59375,142.875,143.0625,93.75241088867188,6907700
2000-01-13,144.46875,145.75,143.28125,145.0,95.0220947265625,5158300
2000-01-14,146.53125,147.46875,145.96875,146.96875,96.312255859375,7437300
2000-01-18,145.34375,146.625,145.1875,145.8125,95.55458068847656,6488500
2000-01-19,145.3125,147.0,145.0,147.0,96.33277130126953,6157900
2000-01-20,146.96875,146.96875,143.8125,144.75,94.85828399658203,5800100
2000-01-21,145.5,145.5,144.0625,144.4375,94.65348052978516,6244800
2000-01-24,145.65625,145.84375,139.40625,140.34375,91.97075653076172,7896900
2000-01-25,140.515625,141.9375,139.0,141.9375,93.0151596069336,9942500
2000-01-26,141.0,141.546875,140.09375,140.8125,92.27790832519531,5158100
2000-01-27,141.84375,142.21875,138.125,140.25,91.90926361083984,10922700
2000-01-28,139.4375,140.0625,135.53125,135.875,89.04227447509766,11916200
2000-01-31,135.8125,139.671875,135.0,139.5625,91.45875549316406,10768700
2000-02-01,139.75,141.6875,138.53125,140.9375,92.35980224609375,8419900
2000-02-02,141.28125,142.25,140.375,141.0625,92.44178771972656,6205900
2000-02-03,140.875,143.25,140.0,143.1875,93.8343505859375,7997500
2000-02-04,143.1875,144.0,142.125,142.59375,93.44522857666016,4925400
2000-02-07,142.5625,142.78125,141.4375,142.375,93.30187225341797,5845800
2000-02-08,143.96875,144.5625,143.625,144.3125,94.57157135009766,4936400
2000-02-09,144.46875,144.46875,141.265625,141.28125,92.58511352539062,8511500
2000-02-10,141.625,142.5625,140.875,141.5625,92.76941680908203,6690600
2000-02-11,141.84375,141.9375,138.03125,138.6875,90.88538360595703,9849800
2000-02-14,139.78125,139.78125,138.3125,139.5,91.41785430908203,8528800
2000-02-15,139.25,141.21875,137.796875,141.078125,92.45199584960938,11078300
2000-02-16,140.375,140.9375,138.796875,139.0,91.09017944335938,8845400
2000-02-17,140.4375,140.4375,138.21875,138.28125,90.61913299560547,7584200
2000-02-18,138.875,138.875,134.625,135.3125,88.67361450195312,9409200
2000-02-22,135.1875,136.34375,133.53125,134.96875,88.44840240478516,16415400
2000-02-23,135.625,137.46875,134.5,136.5625,89.49279022216797,12119000
2000-02-24,136.6875,137.03125,133.09375,133.8125,87.6906509399414,17375000
2000-02-25,135.1875,136.71875,133.125,133.328125,87.37326049804688,10559900
2000-02-28,133.375,136.6875,132.71875,136.125,89.2060775756836,13397800
2000-02-29,136.0625,137.4375,135.75,137.4375,90.0661849975586,8242500
2000-03-01,137.625,139.0,137.21875,138.4375,90.72152709960938,6868000
2000-03-02,138.6875,139.125,137.34375,138.53125,90.78298950195312,7600200
2000-03-03,140.4375,141.71875,139.71875,141.125,92.48269653320312,12770300
2000-03-06,140.8125,141.34375,138.75,139.75,91.58164978027344,11967100
2000-03-07,140.0,140.15625,135.21875,137.046875,89.81024932861328,20062000
2000-03-08,136.46875,137.84375,135.03125,136.875,89.69762420654297,11808500
2000-03-09,137.25,140.875,136.125,140.875,92.31884765625,5500900
2000-03-10,140.1875,142.0,139.53125,140.125,91.82738494873047,7924600
2000-03-13,136.6875,140.46875,135.6875,138.59375,90.82393646240234,10540500
2000-03-14,139.28125,140.09375,136.15625,136.625,89.53376007080078,8263900
2000-03-15,136.875,140.4375,136.0625,139.8125,91.62261199951172,10300800
2000-03-16,141.625,146.84375,140.875,146.34375,95.90265655517578,25601400
2000-03-17,145.8125,148.0,145.4375,146.9375,96.53655242919922,10272900
2000-03-20,146.875,147.34375,144.78125,146.1875,96.0438461303711,12502300
2000-03-21,145.53125,149.75,144.5,149.1875,98.01477813720703,13612600
2000-03-22,149.5625,150.84375,148.6875,150.09375,98.61012268066406,8260000
2000-03-23,149.15625,153.46875,149.15625,152.65625,100.29369354248047,11654500
2000-03-24,152.875,155.75,151.71875,153.5625,100.88909912109375,11462900
2000-03-27,153.375,153.78125,151.8125,151.9375,99.82144165039062,8798600
2000-03-28,151.25,152.984375,150.59375,151.0625,99.24662017822266,6334400
2000-03-29,151.5625,152.484375,149.65625,151.21875,99.34925079345703,6747500
2000-03-30,150.15625,151.921875,147.125,148.6875,97.68624114990234,9491900
2000-03-31,149.625,152.3125,148.4375,150.375,98.79491424560547,9249100
2000-04-03,150.125,151.25,148.6875,151.25,99.36980438232422,8508200
2000-04-04,151.75,153.0,141.390625,150.125,98.63066101074219,19585500
2000-04-05,147.875,150.8125,147.625,149.1875,98.01477813720703,8387200
2000-04-06,150.25,151.6875,149.0,150.484375,98.8668212890625,6378500
2000-04-07,151.5625,152.125,150.5,151.4375,99.49296569824219,6023600
2000-04-10,151.75,153.109375,150.3125,150.84375,99.1029052734375,9624200
2000-04-11,150.0,151.625,148.375,150.40625,98.81548309326172,9006400
2000-04-12,150.375,151.15625,146.15625,146.28125,96.10536193847656,10779200
2000-04-13,147.46875,148.15625,143.78125,144.25,94.77085876464844,12225800
2000-04-14,142.625,142.8125,133.5,136.0,89.35070037841797,29604000
2000-04-17,135.1875,140.75,134.6875,140.75,92.47145080566406,23918200
2000-04-18,140.5625,144.46875,139.78125,144.46875,94.9145736694336,11069200
2000-04-19,144.5,145.125,142.53125,143.125,94.0317611694336,6553700
2000-04-20,143.5625,143.9375,142.375,143.8125,94.48345184326172,8537600
2000-04-24,141.5,143.3125,140.5,142.25,93.4568862915039,12893100
2000-04-25,144.625,148.15625,144.4375,148.15625,97.33728790283203,14102000
2000-04-26,147.96875,148.75,146.0,146.484375,96.23883056640625,7711100
2000-04-27,143.0,147.34375,143.0,146.0,95.92061614990234,15595300
2000-04-28,147.0,147.859375,145.0625,145.09375,95.3251953125,8743400
2000-05-01,146.5625,148.484375,145.84375,147.0625,96.61865234375,7328300
2000-05-02,145.5,147.125,144.125,144.125,94.6887435913086,9411900
2000-05-03,144.0,144.0,139.78125,140.75,92.47145080566406,12630700
2000-05-04,142.0,142.359375,140.75,141.8125,93.16943359375,5963600
2000-05-05,141.0625,144.0,140.9375,143.53125,94.29862976074219,7862400
2000-05-08,142.75,143.375,141.84375,142.453125,93.59029388427734,5064100
2000-05-09,143.0625,143.40625,140.265625,141.3125,92.84091186523438,5620300
2000-05-10,140.5,140.96875,137.75,138.125,90.74681854248047,10293900
2000-05-11,140.125,141.5,139.125,141.28125,92.82046508789062,7091100
2000-05-12,141.8125,143.46875,141.625,142.8125,93.82642364501953,5960800
2000-05-15,142.75,145.609375,142.0,145.28125,95.44840240478516,4441300
2000-05-16,146.5625,147.71875,145.3125,146.6875,96.3722915649414,8192200
2000-05-17,145.6875,146.1875,144.46875,145.15625,95.36628723144531,5907200
2000-05-18,145.625,146.3125,143.375,143.375,94.19601440429688,4325600
2000-05-19,142.5625,143.234375,140.40625,141.125,92.71775817871094,6518400
2000-05-22,141.25,141.46875,137.0,140.0625,92.01971435546875,10839400
2000-05-23,140.4375,140.8125,137.5625,138.0,90.66465759277344,7979200
2000-05-24,138.0,140.6875,136.5,140.25,92.14288330078125,11081500
2000-05-25,140.6875,141.8125,137.71875,137.84375,90.56204223632812,8278900
2000-05-26,138.8125,139.6875,137.328125,138.0,90.66465759277344,4814000
2000-05-30,140.0,142.9375,139.46875,142.5,93.62110900878906,5362700
2000-05-31,142.5625,144.0,142.09375,142.8125,93.82642364501953,6056500
2000-06-01,143.6875,145.4375,143.0,145.3125,95.46892547607422,8961600
2000-06-02,148.9375,149.09375,147.484375,147.84375,97.1319351196289,8962200
2000-06-05,147.46875,148.21875,146.875,147.125,96.65973663330078,6998100
2000-06-06,146.625,147.78125,145.90625,146.46875,96.22856140136719,4858900
2000-06-07,146.625,148.0,146.0,147.484375,96.89583587646484,4919500
2000-06-08,147.5,147.75,146.0625,146.90625,96.51602172851562,5723100
